Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
1690	Spectrogram 1	1	618.648685323	618.685073918	0.036	45098.0	51225.5	48828.1	48828.1	ch1-2018-11-20_10-31-42_0000014.wav	6127.5	FM
1691	Spectrogram 1	1	618.802299503	618.856657776	0.054	30147.1	52941.2	47363.3	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	22794.1	ST
1692	Spectrogram 1	1	618.897988032	618.922022475	0.024	35416.7	58578.4	37597.7	37597.7	ch1-2018-11-20_10-31-42_0000014.wav	23161.7	ST
1693	Spectrogram 1	1	619.022877286	619.038600753	0.016	48529.4	51470.6	50781.2	50781.2	ch1-2018-11-20_10-31-42_0000014.wav	2941.2	FL
1694	Spectrogram 1	1	619.155101521	619.357260384	0.202	26225.5	48774.5	28320.3	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	22549.0	ST
1695	Spectrogram 1	1	619.587721489	619.626356294	0.039	41421.6	49264.7	47363.3	47851.6	ch1-2018-11-20_10-31-42_0000014.wav	7843.1	FM
1696	Spectrogram 1	1	619.726238708	619.879430202	0.153	28676.5	52205.9	30761.7	31250.0	ch1-2018-11-20_10-31-42_0000014.wav	23529.4	ST
1697	Spectrogram 1	1	619.964786167	620.033070939	0.068	33578.4	84803.9	38085.9	63476.6	ch1-2018-11-20_10-31-42_0000014.wav	51225.5	CMP
1698	Spectrogram 1	1	620.110936901	620.142833077	0.032	32598.0	39215.7	36132.8	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	6617.7	FM
1699	Spectrogram 1	1	620.227290558	620.282547314	0.055	33333.3	54902.0	41503.9	41503.9	ch1-2018-11-20_10-31-42_0000014.wav	21568.7	ST
1700	Spectrogram 1	1	620.363410860	620.496386468	0.133	25980.4	44852.9	27832.0	43457.0	ch1-2018-11-20_10-31-42_0000014.wav	18872.5	ST
1701	Spectrogram 1	1	620.568514195	620.673187562	0.105	26960.8	92402.0	59570.3	60058.6	ch1-2018-11-20_10-31-42_0000014.wav	65441.2	CMP
1702	Spectrogram 1	1	620.756297317	620.818741944	0.062	30637.3	52451.0	32714.8	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	21813.7	ST
1703	Spectrogram 1	1	620.898682249	621.223049688	0.324	24019.6	45714.3	30273.4	31250.0	ch1-2018-11-20_10-31-42_0000014.wav	21694.7	ST
1704	Spectrogram 1	1	621.326158535	621.392197097	0.066	24509.8	36274.5	33203.1	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	11764.7	FM
1705	Spectrogram 1	1	621.544565462	621.634863088	0.090	26470.6	110049.0	51269.5	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	83578.4	TR
1706	Spectrogram 1	1	622.191247048	622.509759569	0.319	25000.0	46568.6	27832.0	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	21568.6	ST
1707	Spectrogram 1	1	622.621046697	622.668217099	0.047	38928.6	65686.3	42968.8	42968.8	ch1-2018-11-20_10-31-42_0000014.wav	26757.7	ST
1708	Spectrogram 1	1	622.788164691	622.935965282	0.148	26225.5	41666.7	28808.6	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	15441.2	ST
1709	Spectrogram 1	1	623.033073294	623.131457274	0.098	30392.2	87990.2	34179.7	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	57598.0	CMP
1710	Spectrogram 1	1	623.226322673	623.345821023	0.119	28431.4	55882.4	30761.7	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	27451.0	ST
1711	Spectrogram 1	1	623.430978565	623.645266960	0.214	25980.4	43627.5	28808.6	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	17647.1	ST
1712	Spectrogram 1	1	623.739607763	623.848324308	0.109	30637.3	68137.3	41992.2	41992.2	ch1-2018-11-20_10-31-42_0000014.wav	37500.0	TR
1713	Spectrogram 1	1	623.969593070	623.983070328	0.013	48039.2	52451.0	49316.4	49316.4	ch1-2018-11-20_10-31-42_0000014.wav	4411.8	FL
1714	Spectrogram 1	1	624.218170962	624.356088231	0.138	25980.4	47303.9	27832.0	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	21323.5	ST
1715	Spectrogram 1	1	624.584303126	624.648544721	0.064	28676.5	50490.2	31250.0	31250.0	ch1-2018-11-20_10-31-42_0000014.wav	21813.7	ST
1716	Spectrogram 1	1	624.776727577	624.853547945	0.077	30637.3	75735.3	32226.6	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	45098.0	TR
1717	Spectrogram 1	1	624.969876845	625.308605252	0.339	25490.2	50980.4	27343.8	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	25490.2	ST
1718	Spectrogram 1	1	625.783502759	625.946128334	0.163	26470.6	51715.7	28320.3	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	25245.1	ST
1719	Spectrogram 1	1	626.044512314	626.059337298	0.015	45588.2	50000.0	47363.3	47363.3	ch1-2018-11-20_10-31-42_0000014.wav	4411.8	FL
1720	Spectrogram 1	1	626.187418244	626.313205981	0.126	26715.7	49509.8	31250.0	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	22794.1	ST
1721	Spectrogram 1	1	626.512669394	626.557593586	0.045	30147.1	51225.5	33203.1	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	21078.4	ST
1722	Spectrogram 1	1	626.653731356	626.708538871	0.055	28676.5	47058.8	42480.5	42480.5	ch1-2018-11-20_10-31-42_0000014.wav	18382.3	ST
1723	Spectrogram 1	1	626.806473609	626.846905382	0.040	29656.9	50245.1	45898.4	46875.0	ch1-2018-11-20_10-31-42_0000014.wav	20588.2	ST
1724	Spectrogram 1	1	626.957667914	627.023706476	0.066	27451.0	50000.0	31250.0	47851.6	ch1-2018-11-20_10-31-42_0000014.wav	22549.0	ST
1725	Spectrogram 1	1	627.127481359	627.173753277	0.046	42647.1	50490.2	46875.0	48339.8	ch1-2018-11-20_10-31-42_0000014.wav	7843.1	FM
1726	Spectrogram 1	1	627.409104730	627.672360495	0.263	27696.1	52451.0	30273.4	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	24754.9	ST
1727	Spectrogram 1	1	627.752325556	627.941007163	0.189	25490.2	45833.3	29296.9	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	20343.1	ST
1728	Spectrogram 1	1	628.015554765	628.076651666	0.061	42156.9	78676.5	49804.7	48339.8	ch1-2018-11-20_10-31-42_0000014.wav	36519.6	TR
1729	Spectrogram 1	1	628.154819760	628.249160563	0.094	27941.2	35294.1	29296.9	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	7352.9	FM
1730	Spectrogram 1	1	628.320590029	628.364615736	0.044	43662.7	82834.3	52734.4	52734.4	ch1-2018-11-20_10-31-42_0000014.wav	39171.6	TR
1731	Spectrogram 1	1	628.533156810	628.565951470	0.033	32598.0	54166.7	50293.0	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	21568.7	ST
1732	Spectrogram 1	1	628.646688349	628.673642864	0.027	48039.2	55147.1	53710.9	53710.9	ch1-2018-11-20_10-31-42_0000014.wav	7107.9	FM
1733	Spectrogram 1	1	628.759897313	628.804372263	0.044	49754.9	63970.6	52734.4	55175.8	ch1-2018-11-20_10-31-42_0000014.wav	14215.7	TR
1734	Spectrogram 1	1	629.019109900	629.046064416	0.027	29656.9	57107.8	52734.4	54199.2	ch1-2018-11-20_10-31-42_0000014.wav	27450.9	CMP
1735	Spectrogram 1	1	629.130521896	629.163316557	0.033	43137.3	61127.7	57128.9	56640.6	ch1-2018-11-20_10-31-42_0000014.wav	17990.4	FM
1736	Spectrogram 1	1	629.353870484	629.372738645	0.019	54166.7	64460.8	59570.3	59570.3	ch1-2018-11-20_10-31-42_0000014.wav	10294.1	FM
1737	Spectrogram 1	1	629.560395100	629.595885212	0.035	32598.0	62009.8	34179.7	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	29411.8	TR
1738	Spectrogram 1	1	629.679219588	629.708644934	0.029	52864.6	61274.5	58593.8	58593.8	ch1-2018-11-20_10-31-42_0000014.wav	8409.9	CMP
1739	Spectrogram 1	1	629.798044076	629.814890648	0.017	53676.5	58088.2	56640.6	57128.9	ch1-2018-11-20_10-31-42_0000014.wav	4411.7	FL
1740	Spectrogram 1	1	629.885646250	629.947192393	0.062	52451.0	59642.9	56152.3	57128.9	ch1-2018-11-20_10-31-42_0000014.wav	7191.9	FM
1741	Spectrogram 1	1	630.019493786	630.037912705	0.018	54902.0	61764.7	57617.2	57617.2	ch1-2018-11-20_10-31-42_0000014.wav	6862.7	FM
1742	Spectrogram 1	1	630.125514879	630.147089084	0.022	54411.8	62857.1	60058.6	60058.6	ch1-2018-11-20_10-31-42_0000014.wav	8445.3	FM
1743	Spectrogram 1	1	630.332588848	630.382679322	0.050	50490.2	74264.7	69335.9	72753.9	ch1-2018-11-20_10-31-42_0000014.wav	23774.5	TR
1744	Spectrogram 1	1	630.475447779	630.504199261	0.029	49019.6	54902.0	53710.9	53710.9	ch1-2018-11-20_10-31-42_0000014.wav	5882.4	FL
1745	Spectrogram 1	1	630.766979228	630.824482194	0.058	33333.3	86274.5	52734.4	52734.4	ch1-2018-11-20_10-31-42_0000014.wav	52941.2	CMP
1746	Spectrogram 1	1	630.901302562	630.938589642	0.037	50735.3	77205.9	54687.5	54199.2	ch1-2018-11-20_10-31-42_0000014.wav	26470.6	TR
1747	Spectrogram 1	1	631.019003945	631.059884960	0.041	50735.3	80392.2	52734.4	52246.1	ch1-2018-11-20_10-31-42_0000014.wav	29656.9	TR
1748	Spectrogram 1	1	631.137628211	631.175567778	0.038	50980.4	57857.1	55664.1	55664.1	ch1-2018-11-20_10-31-42_0000014.wav	6876.7	CMP
1749	Spectrogram 1	1	631.400659355	631.444909684	0.044	50260.4	86274.5	57617.2	57617.2	ch1-2018-11-20_10-31-42_0000014.wav	36014.1	TR
1750	Spectrogram 1	1	631.614199974	631.657327198	0.043	54656.9	85294.1	57617.2	57617.2	ch1-2018-11-20_10-31-42_0000014.wav	30637.2	TR
1751	Spectrogram 1	1	631.832980789	631.843203554	0.010	56127.5	61071.4	60546.9	60546.9	ch1-2018-11-20_10-31-42_0000014.wav	4943.9	SH
1752	Spectrogram 1	1	631.934758483	631.976088739	0.041	49264.7	81862.7	61523.4	61523.4	ch1-2018-11-20_10-31-42_0000014.wav	32598.0	TR
1753	Spectrogram 1	1	632.660406536	632.695896647	0.035	46323.5	53921.6	52246.1	52246.1	ch1-2018-11-20_10-31-42_0000014.wav	7598.1	FM
1754	Spectrogram 1	1	632.964094073	632.992845556	0.029	49509.8	56127.5	53710.9	54687.5	ch1-2018-11-20_10-31-42_0000014.wav	6617.7	FM
1755	Spectrogram 1	1	633.178732321	633.194530420	0.016	51041.7	56428.6	53710.9	53710.9	ch1-2018-11-20_10-31-42_0000014.wav	5386.9	FL
1756	Spectrogram 1	1	633.355359028	633.396689285	0.041	48774.5	59558.8	54199.2	54199.2	ch1-2018-11-20_10-31-42_0000014.wav	10784.3	FM
1757	Spectrogram 1	1	633.471958108	633.533504251	0.062	40441.2	93872.5	54199.2	53710.9	ch1-2018-11-20_10-31-42_0000014.wav	53431.3	TR
1758	Spectrogram 1	1	633.611672345	633.637728376	0.026	50980.4	77941.2	53710.9	51757.8	ch1-2018-11-20_10-31-42_0000014.wav	26960.8	TR
1759	Spectrogram 1	1	633.729822969	633.777891855	0.048	50735.3	84558.8	56640.6	56640.6	ch1-2018-11-20_10-31-42_0000014.wav	33823.5	TR
1760	Spectrogram 1	1	633.866543221	633.906974993	0.040	28645.8	81510.4	55664.1	55175.8	ch1-2018-11-20_10-31-42_0000014.wav	52864.6	TR
1761	Spectrogram 1	1	634.702255544	634.723819156	0.022	50245.1	52205.9	51269.5	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	1960.8	FL
1762	Spectrogram 1	1	634.828043281	634.853200829	0.025	46323.5	49019.6	47851.6	47851.6	ch1-2018-11-20_10-31-42_0000014.wav	2696.1	FL
1763	Spectrogram 1	1	635.196846140	635.222003687	0.025	48529.4	53676.5	52246.1	52246.1	ch1-2018-11-20_10-31-42_0000014.wav	5147.1	FL
1764	Spectrogram 1	1	635.314098281	635.367558069	0.053	47303.9	52451.0	49804.7	50293.0	ch1-2018-11-20_10-31-42_0000014.wav	5147.1	FL
1765	Spectrogram 1	1	636.111972373	636.177112452	0.065	32352.9	87254.9	56152.3	56640.6	ch1-2018-11-20_10-31-42_0000014.wav	54902.0	TR
1766	Spectrogram 1	1	636.252135852	636.472264393	0.220	29166.7	34558.8	30761.7	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	5392.1	FL
1767	Spectrogram 1	1	636.510698976	636.592011763	0.081	29656.9	92156.9	56640.6	57128.9	ch1-2018-11-20_10-31-42_0000014.wav	62500.0	TR
1768	Spectrogram 1	1	636.677816970	636.764071418	0.086	28431.4	33823.5	30273.4	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	5392.1	FL
1769	Spectrogram 1	1	636.861809532	637.056331283	0.195	27941.2	60416.7	30273.4	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	32475.5	TR
1770	Spectrogram 1	1	637.128279948	637.219925300	0.092	33578.4	54656.9	35156.2	35644.5	ch1-2018-11-20_10-31-42_0000014.wav	21078.5	ST
1771	Spectrogram 1	1	637.272486604	637.332909642	0.060	37009.8	73039.2	43457.0	42968.8	ch1-2018-11-20_10-31-42_0000014.wav	36029.4	ST
1772	Spectrogram 1	1	637.408757614	637.517923400	0.109	33823.5	60049.0	36132.8	36132.8	ch1-2018-11-20_10-31-42_0000014.wav	26225.5	ST
1773	Spectrogram 1	1	637.609119510	637.721879232	0.113	25980.4	44852.9	28808.6	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	18872.5	CMP
1774	Spectrogram 1	1	637.955460272	638.048453350	0.093	29656.9	89460.8	60546.9	62988.3	ch1-2018-11-20_10-31-42_0000014.wav	59803.9	TR
1775	Spectrogram 1	1	638.150431265	638.272944045	0.123	31862.7	53921.6	33691.4	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	22058.9	ST
1776	Spectrogram 1	1	638.350213655	638.430178717	0.080	31862.7	38725.5	33691.4	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	6862.8	FM
1777	Spectrogram 1	1	638.524519520	638.813382074	0.289	19117.6	112745.1	30273.4	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	93627.5	CMP
1778	Spectrogram 1	1	638.910393572	639.028544197	0.118	28921.6	53186.3	30761.7	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	24264.7	ST
1779	Spectrogram 1	1	639.121088032	639.197908400	0.077	22303.9	86519.6	32226.6	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	64215.7	TR
1780	Spectrogram 1	1	639.310365990	639.527799079	0.217	28431.4	35539.2	30761.7	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	7107.8	FM
1781	Spectrogram 1	1	639.625084354	639.800706398	0.176	24509.8	43872.5	30761.7	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	19362.7	ST
1782	Spectrogram 1	1	639.877558313	639.972348358	0.095	27941.2	48529.4	34668.0	34668.0	ch1-2018-11-20_10-31-42_0000014.wav	20588.2	CMP
1783	Spectrogram 1	1	640.057956940	640.291113496	0.233	26225.5	35784.3	29296.9	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	9558.8	FM
1784	Spectrogram 1	1	640.401774118	640.513635356	0.112	21813.7	97549.0	48828.1	51757.8	ch1-2018-11-20_10-31-42_0000014.wav	75735.3	TR
1785	Spectrogram 1	1	640.618382279	640.999788668	0.381	25490.2	39951.0	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	14460.8	FM
1786	Spectrogram 1	1	641.102640311	641.171374324	0.069	26715.7	31862.7	28808.6	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	5147.0	FL
1787	Spectrogram 1	1	641.238760612	641.437774783	0.199	25735.3	32598.0	27832.0	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	6862.7	FM
1788	Spectrogram 1	1	641.556623669	641.601997103	0.045	21323.5	90686.3	48339.8	48828.1	ch1-2018-11-20_10-31-42_0000014.wav	69362.8	TR
1789	Spectrogram 1	1	641.732277260	641.778773798	0.046	27451.0	32352.9	30273.4	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	4901.9	FL
1790	Spectrogram 1	1	641.841316379	641.963959423	0.123	19607.8	94117.6	27343.8	24902.3	ch1-2018-11-20_10-31-42_0000014.wav	74509.8	TR
1791	Spectrogram 1	1	642.352802704	642.426478378	0.074	24754.9	94362.7	34179.7	33691.4	ch1-2018-11-20_10-31-42_0000014.wav	69607.8	TR
1792	Spectrogram 1	1	642.532474714	642.821786510	0.289	26225.5	31617.6	28320.3	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	5392.1	FL
1793	Spectrogram 1	1	642.936343200	643.028437793	0.092	22549.0	99509.8	33691.4	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	76960.8	TR
1794	Spectrogram 1	1	643.158763151	643.418874222	0.260	25245.1	32352.9	28320.3	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	7107.8	FL
1795	Spectrogram 1	1	643.542390993	643.721638519	0.179	23529.4	104166.7	47851.6	47363.3	ch1-2018-11-20_10-31-42_0000014.wav	80637.3	TR
1796	Spectrogram 1	1	643.842561747	643.957567679	0.115	25735.3	32598.0	29296.9	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	6862.7	FM
1797	Spectrogram 1	1	644.000617750	644.038803314	0.038	24509.8	38480.4	27832.0	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	13970.6	RP
1798	Spectrogram 1	1	644.146049063	644.327093556	0.181	21323.5	103921.6	49804.7	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	82598.1	TR
1799	Spectrogram 1	1	644.482082019	644.486125196	0.004	40441.2	42402.0	41503.9	41503.9	ch1-2018-11-20_10-31-42_0000014.wav	1960.8	SH
1800	Spectrogram 1	1	644.536411936	644.748004880	0.212	26225.5	38970.6	28320.3	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	12745.1	FM
1801	Spectrogram 1	1	644.889217551	645.103505946	0.214	25980.4	37745.1	27832.0	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	11764.7	FM
1802	Spectrogram 1	1	645.206382346	645.272420908	0.066	22303.9	93872.5	47851.6	48339.8	ch1-2018-11-20_10-31-42_0000014.wav	71568.6	TR
1803	Spectrogram 1	1	645.395207465	645.533731884	0.139	25490.2	34285.7	28808.6	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	8795.5	FL
1804	Spectrogram 1	1	645.736182082	645.835157546	0.099	26715.7	40714.3	28808.6	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	13998.6	ST
1805	Spectrogram 1	1	645.924217822	645.969591255	0.045	24754.9	82107.8	33203.1	33203.1	ch1-2018-11-20_10-31-42_0000014.wav	57352.9	TR
1806	Spectrogram 1	1	646.191214632	646.306669805	0.115	26470.6	41911.8	28808.6	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	15441.2	FM
1807	Spectrogram 1	1	646.406401511	646.443688591	0.037	27696.1	33433.1	30761.7	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	5737.0	FL
1808	Spectrogram 1	1	646.538478636	646.571273296	0.033	26225.5	39215.7	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	12990.2	FM
1809	Spectrogram 1	1	646.666961825	646.738391290	0.071	24509.8	95098.0	32714.8	32714.8	ch1-2018-11-20_10-31-42_0000014.wav	70588.2	TR
1810	Spectrogram 1	1	646.860360471	647.045096854	0.185	26225.5	40686.3	28320.3	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	14460.8	CMP
1811	Spectrogram 1	1	647.156508850	647.194694413	0.038	23774.5	70833.3	31250.0	31250.0	ch1-2018-11-20_10-31-42_0000014.wav	47058.8	CMP
1812	Spectrogram 1	1	647.437611222	647.450639238	0.013	26715.7	38480.4	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	11764.7	RP
1813	Spectrogram 1	1	647.553964879	647.611018603	0.057	23039.2	86274.5	32714.8	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	63235.3	TR
1814	Spectrogram 1	1	647.715140819	647.900228489	0.185	22303.9	32352.9	24902.3	24414.1	ch1-2018-11-20_10-31-42_0000014.wav	10049.0	22-kHz call
1815	Spectrogram 1	1	648.012236838	648.082318577	0.070	28676.5	116176.5	52246.1	57617.2	ch1-2018-11-20_10-31-42_0000014.wav	87500.0	TR
1816	Spectrogram 1	1	648.185644219	648.392744743	0.207	26470.6	44362.7	28320.3	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	17892.1	FM
1817	Spectrogram 1	1	648.484716268	648.579506313	0.095	23039.2	102696.1	49316.4	50293.0	ch1-2018-11-20_10-31-42_0000014.wav	79656.9	TR
1818	Spectrogram 1	1	648.670151271	648.795939008	0.126	27205.9	41666.7	30273.4	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	14460.8	FM
1819	Spectrogram 1	1	648.908249488	648.985519098	0.077	22549.0	95343.1	52734.4	52734.4	ch1-2018-11-20_10-31-42_0000014.wav	72794.1	TR
1820	Spectrogram 1	1	649.106814416	649.112654561	0.006	40196.1	43627.5	41992.2	41992.2	ch1-2018-11-20_10-31-42_0000014.wav	3431.4	SH
1821	Spectrogram 1	1	649.191247140	649.291428088	0.100	23039.2	40686.3	27832.0	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	17647.1	CMP
1822	Spectrogram 1	1	649.399246149	649.464386227	0.065	23039.2	78676.5	30761.7	30761.7	ch1-2018-11-20_10-31-42_0000014.wav	55637.3	CMP
1823	Spectrogram 1	1	649.595438201	649.929224947	0.334	25000.0	30688.6	26855.5	27343.8	ch1-2018-11-20_10-31-42_0000014.wav	5688.6	FL
1824	Spectrogram 1	1	650.055710946	650.127140411	0.071	22794.1	94362.7	51269.5	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	71568.6	TR
1825	Spectrogram 1	1	650.218336521	650.390845418	0.173	25735.3	37009.8	28320.3	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	11274.5	FM
1826	Spectrogram 1	1	650.496739844	650.563227648	0.066	24264.7	91911.8	34179.7	34179.7	ch1-2018-11-20_10-31-42_0000014.wav	67647.1	TR
1827	Spectrogram 1	1	650.673291919	650.819295542	0.146	24754.9	32598.0	28320.3	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	7843.1	FM
1828	Spectrogram 1	1	650.942984180	651.058439354	0.115	23529.4	96323.5	29296.9	28808.6	ch1-2018-11-20_10-31-42_0000014.wav	72794.1	TR
1829	Spectrogram 1	1	651.250714895	651.299233023	0.049	38480.4	66421.6	47363.3	46875.0	ch1-2018-11-20_10-31-42_0000014.wav	27941.2	TR
1830	Spectrogram 1	1	651.429561977	651.730554063	0.301	24950.1	31127.5	26855.5	27343.8	ch1-2018-11-20_10-31-42_0000014.wav	6177.4	FL
1831	Spectrogram 1	1	651.842415301	651.898570541	0.056	29902.0	66421.6	43945.3	43945.3	ch1-2018-11-20_10-31-42_0000014.wav	36519.6	TR
1832	Spectrogram 1	1	652.031521392	652.126760679	0.095	25980.4	37009.8	27832.0	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	11029.4	FM
1833	Spectrogram 1	1	652.231883288	652.283995351	0.052	23774.5	76822.9	31250.0	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	53048.4	CMP
1834	Spectrogram 1	1	652.387570012	652.618031117	0.230	25490.2	36519.6	27343.8	27343.8	ch1-2018-11-20_10-31-42_0000014.wav	11029.4	FM
1835	Spectrogram 1	1	652.721806000	652.798626369	0.077	25735.3	30637.3	27832.0	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	4902.0	FL
1836	Spectrogram 1	1	652.875421980	652.882160608	0.007	28431.4	36519.6	35156.2	35156.2	ch1-2018-11-20_10-31-42_0000014.wav	8088.2	SH
1837	Spectrogram 1	1	653.233165658	653.276742124	0.044	22549.0	39951.0	24414.1	24414.1	ch1-2018-11-20_10-31-42_0000014.wav	17402.0	ST
1838	Spectrogram 1	1	653.383212459	653.438918457	0.056	23284.3	94607.8	32714.8	32714.8	ch1-2018-11-20_10-31-42_0000014.wav	71323.5	TR
1839	Spectrogram 1	1	653.581226236	653.649061766	0.068	25000.0	90931.4	31738.3	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	65931.4	TR
1840	Spectrogram 1	1	653.763593698	653.899264757	0.136	25490.2	45343.1	29296.9	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	19852.9	FM
1841	Spectrogram 1	1	654.023665618	654.096306487	0.073	26071.4	29642.9	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	3571.5	FL
1842	Spectrogram 1	1	654.143828551	654.246430449	0.103	22794.1	37009.8	24414.1	24414.1	ch1-2018-11-20_10-31-42_0000014.wav	14215.7	ST
1843	Spectrogram 1	1	654.347306061	654.412895382	0.066	27451.0	105882.4	51757.8	29785.2	ch1-2018-11-20_10-31-42_0000014.wav	78431.4	TR
1844	Spectrogram 1	1	654.524756620	654.566086876	0.041	25980.4	31617.6	28320.3	29296.9	ch1-2018-11-20_10-31-42_0000014.wav	5637.2	FL
1845	Spectrogram 1	1	654.602475472	654.786566346	0.184	22656.2	38725.5	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	16069.3	CMP
1846	Spectrogram 1	1	654.902719782	654.957976538	0.055	33333.3	77205.9	58105.5	58593.8	ch1-2018-11-20_10-31-42_0000014.wav	43872.6	TR
1847	Spectrogram 1	1	655.154895206	655.266756444	0.112	26225.5	34313.7	27832.0	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	8088.2	FM
1848	Spectrogram 1	1	655.405572197	655.446453212	0.041	22303.9	59313.7	25390.6	25390.6	ch1-2018-11-20_10-31-42_0000014.wav	37009.8	TR
1849	Spectrogram 1	1	655.542387163	655.733314979	0.191	20343.1	42892.2	27832.0	27832.0	ch1-2018-11-20_10-31-42_0000014.wav	22549.1	CMP
1850	Spectrogram 1	1	655.833945169	655.904476150	0.071	23177.1	116421.6	32714.8	32226.6	ch1-2018-11-20_10-31-42_0000014.wav	93244.5	TR
1851	Spectrogram 1	1	656.007503257	656.048833514	0.041	29902.0	41666.7	31738.3	31738.3	ch1-2018-11-20_10-31-42_0000014.wav	11764.7	ST
1852	Spectrogram 1	1	656.150362188	656.370041486	0.220	20833.3	43627.5	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	22794.2	CMP
1853	Spectrogram 1	1	656.463009807	656.541177901	0.078	24264.7	89215.7	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	64951.0	TR
1854	Spectrogram 1	1	656.643155816	656.661574735	0.018	27451.0	32598.0	30273.4	30273.4	ch1-2018-11-20_10-31-42_0000014.wav	5147.0	FL
1855	Spectrogram 1	1	656.685833799	656.769842038	0.084	23039.2	52205.9	28320.3	28320.3	ch1-2018-11-20_10-31-42_0000014.wav	29166.7	CMP
1856	Spectrogram 1	1	656.856068132	656.981855869	0.126	22794.1	96813.7	50781.2	51269.5	ch1-2018-11-20_10-31-42_0000014.wav	74019.6	TR
1857	Spectrogram 1	1	657.155561426	657.295500284	0.140	22549.0	36274.5	24414.1	24414.1	ch1-2018-11-20_10-31-42_0000014.wav	13725.5	CMP
